Orthogroup	NBI_Gossypium_hirsutum_v1.1	Zea_mays.B73_RefGen_v4
OG0001087	 Gh_D06G1559	 Zm00001d027934
OG0001087	 Gh_D06G1559	 Zm00001d048247
OG0001087	 Gh_A06G1240	Zm00001d022155
OG0001087	 Gh_A06G1240	 Zm00001d030551
OG0001087	 Gh_A06G1240	 Zm00001d027934
OG0001087	 Gh_A06G1240	 Zm00001d048247
OG0001087	 Gh_A05G1186	Zm00001d022155
OG0001087	 Gh_A05G1186	 Zm00001d030551
OG0001087	 Gh_A05G1186	 Zm00001d027934
OG0001087	 Gh_A05G1186	 Zm00001d048247
OG0001087	 Gh_D05G1364	Zm00001d022155
OG0001087	 Gh_D05G1364	 Zm00001d030551
OG0001087	 Gh_D05G1364	 Zm00001d027934
OG0001087	 Gh_D05G1364	 Zm00001d048247
OG0001088	Gh_D13G2041	Zm00001d020643
OG0001088	 Gh_A13G1691	Zm00001d020643
OG0001088	 Gh_A06G0679	Zm00001d020643
OG0001088	 Gh_D06G0779	Zm00001d020643
OG0001088	Gh_D13G0183	Zm00001d012362
OG0001088	Gh_D13G0183	 Zm00001d012367
OG0001088	Gh_D13G0183	 Zm00001d010112
OG0001088	Gh_D13G0183	 Zm00001d038263
OG0001088	 Gh_A13G0165	Zm00001d012362
OG0001088	 Gh_A13G0165	 Zm00001d012367
OG0001088	 Gh_A13G0165	 Zm00001d010112
OG0001088	 Gh_A13G0165	 Zm00001d038263
OG0001088	 Gh_A11G2933	Zm00001d012362
OG0001088	 Gh_A11G2933	 Zm00001d012367
OG0001088	 Gh_A11G2933	 Zm00001d010112
OG0001088	 Gh_A11G2933	 Zm00001d038263
OG0001088	 Gh_D11G3318	Zm00001d012362
OG0001088	 Gh_D11G3318	 Zm00001d012367
OG0001088	 Gh_D11G3318	 Zm00001d010112
OG0001088	 Gh_D11G3318	 Zm00001d038263
OG0001088	 Gh_D09G1536	Zm00001d012362
OG0001088	 Gh_D09G1536	 Zm00001d012367
OG0001088	 Gh_D09G1536	 Zm00001d010112
OG0001088	 Gh_D09G1536	 Zm00001d038263
OG0001088	 Gh_Sca005103G01	Zm00001d012362
OG0001088	 Gh_Sca005103G01	 Zm00001d012367
OG0001088	 Gh_Sca005103G01	 Zm00001d010112
OG0001088	 Gh_Sca005103G01	 Zm00001d038263
OG0001088	 Gh_D04G1231	Zm00001d012362
OG0001088	 Gh_D04G1231	 Zm00001d012367
OG0001088	 Gh_D04G1231	 Zm00001d010112
OG0001088	 Gh_D04G1231	 Zm00001d038263
OG0001088	 Gh_A04G0749	Zm00001d012362
OG0001088	 Gh_A04G0749	 Zm00001d012367
OG0001088	 Gh_A04G0749	 Zm00001d010112
OG0001088	 Gh_A04G0749	 Zm00001d038263
OG0001089	Gh_A12G1810	Zm00001d024919
OG0001089	Gh_D04G0048	Zm00001d018277
OG0001089	Gh_D04G0048	 Zm00001d052108
OG0001089	 Gh_A05G3557	Zm00001d018277
OG0001089	 Gh_A05G3557	 Zm00001d052108
OG0001089	 Gh_A13G0108	Zm00001d018277
OG0001089	 Gh_A13G0108	 Zm00001d052108
OG0001089	 Gh_D13G0125	Zm00001d018277
OG0001089	 Gh_D13G0125	 Zm00001d052108
OG0001090	Gh_A05G0621	Zm00001d028474
OG0001090	 Gh_D05G0752	Zm00001d028474
OG0001090	Gh_D13G1980	Zm00001d043393
OG0001090	 Gh_D13G2362	Zm00001d043393
OG0001090	 Gh_D12G2020	Zm00001d043393
OG0001090	 Gh_A12G1850	Zm00001d043393
OG0001091	Gh_A07G0825	Zm00001d029193
OG0001091	 Gh_D07G0885	Zm00001d029193
OG0001091	Gh_D09G1855	Zm00001d032504
OG0001091	Gh_D09G1855	 Zm00001d045599
OG0001091	Gh_D09G1855	 Zm00001d024594
OG0001091	Gh_D09G1855	 Zm00001d024595
OG0001091	 Gh_A09G1746	Zm00001d032504
OG0001091	 Gh_A09G1746	 Zm00001d045599
OG0001091	 Gh_A09G1746	 Zm00001d024594
OG0001091	 Gh_A09G1746	 Zm00001d024595
OG0001091	 Gh_D12G2171	Zm00001d032504
OG0001091	 Gh_D12G2171	 Zm00001d045599
OG0001091	 Gh_D12G2171	 Zm00001d024594
OG0001091	 Gh_D12G2171	 Zm00001d024595
OG0001091	 Gh_A07G0350	Zm00001d032504
OG0001091	 Gh_A07G0350	 Zm00001d045599
OG0001091	 Gh_A07G0350	 Zm00001d024594
OG0001091	 Gh_A07G0350	 Zm00001d024595
OG0001091	 Gh_D07G0412	Zm00001d032504
OG0001091	 Gh_D07G0412	 Zm00001d045599
OG0001091	 Gh_D07G0412	 Zm00001d024594
OG0001091	 Gh_D07G0412	 Zm00001d024595
OG0001092	Gh_A09G0989	Zm00001d052298
OG0001092	Gh_A09G0989	 Zm00001d034445
OG0001092	 Gh_D09G1009	Zm00001d052298
OG0001092	 Gh_D09G1009	 Zm00001d034445
OG0001093	Gh_A09G1868	Zm00001d038046
OG0001093	Gh_A09G1868	 Zm00001d010398
OG0001093	 Gh_D09G2428	Zm00001d038046
OG0001093	 Gh_D09G2428	 Zm00001d010398
OG0001093	 Gh_A02G0153	Zm00001d038046
OG0001093	 Gh_A02G0153	 Zm00001d010398
OG0001093	 Gh_D02G0190	Zm00001d038046
OG0001093	 Gh_D02G0190	 Zm00001d010398
OG0001093	Gh_A05G1499	Zm00001d017859
OG0001093	Gh_A05G1499	 Zm00001d051687
OG0001093	 Gh_D05G1670	Zm00001d017859
OG0001093	 Gh_D05G1670	 Zm00001d051687
OG0001094	Gh_A07G2215	Zm00001d042386
OG0001094	Gh_A07G2215	 Zm00001d049256
OG0001094	Gh_A07G2215	 Zm00001d040991
OG0001094	Gh_A07G2215	 Zm00001d023785
OG0001094	Gh_A07G2215	 Zm00001d044801
OG0001094	 Gh_D07G1615	Zm00001d042386
OG0001094	 Gh_D07G1615	 Zm00001d049256
OG0001094	 Gh_D07G1615	 Zm00001d040991
OG0001094	 Gh_D07G1615	 Zm00001d023785
OG0001094	 Gh_D07G1615	 Zm00001d044801
OG0001094	 Gh_D07G1992	Zm00001d042386
OG0001094	 Gh_D07G1992	 Zm00001d049256
OG0001094	 Gh_D07G1992	 Zm00001d040991
OG0001094	 Gh_D07G1992	 Zm00001d023785
OG0001094	 Gh_D07G1992	 Zm00001d044801
OG0001094	 Gh_A07G1787	Zm00001d042386
OG0001094	 Gh_A07G1787	 Zm00001d049256
OG0001094	 Gh_A07G1787	 Zm00001d040991
OG0001094	 Gh_A07G1787	 Zm00001d023785
OG0001094	 Gh_A07G1787	 Zm00001d044801
OG0001094	 Gh_A11G1318	Zm00001d042386
OG0001094	 Gh_A11G1318	 Zm00001d049256
OG0001094	 Gh_A11G1318	 Zm00001d040991
OG0001094	 Gh_A11G1318	 Zm00001d023785
OG0001094	 Gh_A11G1318	 Zm00001d044801
OG0001094	 Gh_D11G1467	Zm00001d042386
OG0001094	 Gh_D11G1467	 Zm00001d049256
OG0001094	 Gh_D11G1467	 Zm00001d040991
OG0001094	 Gh_D11G1467	 Zm00001d023785
OG0001094	 Gh_D11G1467	 Zm00001d044801
OG0001095	Gh_D07G2397	Zm00001d051435
OG0001095	Gh_D07G2397	 Zm00001d020364
OG0001095	Gh_D07G2397	 Zm00001d048801
OG0001095	Gh_D07G2397	 Zm00001d047269
OG0001095	 Gh_A07G0136	Zm00001d051435
OG0001095	 Gh_A07G0136	 Zm00001d020364
OG0001095	 Gh_A07G0136	 Zm00001d048801
OG0001095	 Gh_A07G0136	 Zm00001d047269
OG0001095	 Gh_D06G0772	Zm00001d051435
OG0001095	 Gh_D06G0772	 Zm00001d020364
OG0001095	 Gh_D06G0772	 Zm00001d048801
OG0001095	 Gh_D06G0772	 Zm00001d047269
OG0001095	 Gh_A06G0675	Zm00001d051435
OG0001095	 Gh_A06G0675	 Zm00001d020364
OG0001095	 Gh_A06G0675	 Zm00001d048801
OG0001095	 Gh_A06G0675	 Zm00001d047269
OG0001096	Gh_A03G0015	Zm00001d047037
OG0001096	Gh_A03G0015	 Zm00001d030045
OG0001096	 Gh_D03G1860	Zm00001d047037
OG0001096	 Gh_D03G1860	 Zm00001d030045
OG0001096	 Gh_D12G2076	Zm00001d047037
OG0001096	 Gh_D12G2076	 Zm00001d030045
OG0001096	 Gh_A12G1895	Zm00001d047037
OG0001096	 Gh_A12G1895	 Zm00001d030045
OG0001096	 Gh_A11G0270	Zm00001d047037
OG0001096	 Gh_A11G0270	 Zm00001d030045
OG0001096	 Gh_D11G0290	Zm00001d047037
OG0001096	 Gh_D11G0290	 Zm00001d030045
OG0001096	Gh_D10G0710	Zm00001d016294
OG0001096	 Gh_A10G0677	Zm00001d016294
OG0001098	Gh_D12G0750	ZemaCp013
OG0001098	Gh_D12G0750	 Zm00001d000270
OG0001098	 Gh_D01G0297	ZemaCp013
OG0001098	 Gh_D01G0297	 Zm00001d000270
OG0001098	Gh_D08G0919	Zm00001d030443
OG0001099	Gh_D01G2224	Zm00001d047744
OG0001099	Gh_D01G2224	 Zm00001d028744
OG0001099	Gh_D01G2224	 Zm00001d035462
OG0001099	Gh_D01G2224	 Zm00001d012456
OG0001099	Gh_D01G2224	 Zm00001d042980
OG0001099	 Gh_A01G1964	Zm00001d047744
OG0001099	 Gh_A01G1964	 Zm00001d028744
OG0001099	 Gh_A01G1964	 Zm00001d035462
OG0001099	 Gh_A01G1964	 Zm00001d012456
OG0001099	 Gh_A01G1964	 Zm00001d042980
OG0001099	 Gh_A09G1543	Zm00001d047744
OG0001099	 Gh_A09G1543	 Zm00001d028744
OG0001099	 Gh_A09G1543	 Zm00001d035462
OG0001099	 Gh_A09G1543	 Zm00001d012456
OG0001099	 Gh_A09G1543	 Zm00001d042980
OG0001099	 Gh_D09G1562	Zm00001d047744
OG0001099	 Gh_D09G1562	 Zm00001d028744
OG0001099	 Gh_D09G1562	 Zm00001d035462
OG0001099	 Gh_D09G1562	 Zm00001d012456
OG0001099	 Gh_D09G1562	 Zm00001d042980
OG0001099	 Gh_D09G1564	Zm00001d047744
OG0001099	 Gh_D09G1564	 Zm00001d028744
OG0001099	 Gh_D09G1564	 Zm00001d035462
OG0001099	 Gh_D09G1564	 Zm00001d012456
OG0001099	 Gh_D09G1564	 Zm00001d042980
OG0001099	 Gh_A05G2878	Zm00001d047744
OG0001099	 Gh_A05G2878	 Zm00001d028744
OG0001099	 Gh_A05G2878	 Zm00001d035462
OG0001099	 Gh_A05G2878	 Zm00001d012456
OG0001099	 Gh_A05G2878	 Zm00001d042980
OG0001099	 Gh_D04G0655	Zm00001d047744
OG0001099	 Gh_D04G0655	 Zm00001d028744
OG0001099	 Gh_D04G0655	 Zm00001d035462
OG0001099	 Gh_D04G0655	 Zm00001d012456
OG0001099	 Gh_D04G0655	 Zm00001d042980
OG0001099	 Gh_D10G2454	Zm00001d047744
OG0001099	 Gh_D10G2454	 Zm00001d028744
OG0001099	 Gh_D10G2454	 Zm00001d035462
OG0001099	 Gh_D10G2454	 Zm00001d012456
OG0001099	 Gh_D10G2454	 Zm00001d042980
OG0001099	 Gh_A10G2133	Zm00001d047744
OG0001099	 Gh_A10G2133	 Zm00001d028744
OG0001099	 Gh_A10G2133	 Zm00001d035462
OG0001099	 Gh_A10G2133	 Zm00001d012456
OG0001099	 Gh_A10G2133	 Zm00001d042980
OG0001100	Gh_D09G1181	Zm00001d035235
OG0001100	Gh_D09G1181	 Zm00001d041744
OG0001100	 Gh_A09G1175	Zm00001d035235
OG0001100	 Gh_A09G1175	 Zm00001d041744
OG0001101	Gh_D08G0885	Zm00001d037444
OG0001101	Gh_D08G0885	 Zm00001d010630
OG0001101	Gh_D08G0885	 Zm00001d038521
OG0001101	Gh_D08G0885	 Zm00001d012524
OG0001101	Gh_D08G0885	 Zm00001d043090
OG0001101	 Gh_D08G2758	Zm00001d037444
OG0001101	 Gh_D08G2758	 Zm00001d010630
OG0001101	 Gh_D08G2758	 Zm00001d038521
OG0001101	 Gh_D08G2758	 Zm00001d012524
OG0001101	 Gh_D08G2758	 Zm00001d043090
OG0001101	 Gh_A13G1837	Zm00001d037444
OG0001101	 Gh_A13G1837	 Zm00001d010630
OG0001101	 Gh_A13G1837	 Zm00001d038521
OG0001101	 Gh_A13G1837	 Zm00001d012524
OG0001101	 Gh_A13G1837	 Zm00001d043090
OG0001101	 Gh_D13G2201	Zm00001d037444
OG0001101	 Gh_D13G2201	 Zm00001d010630
OG0001101	 Gh_D13G2201	 Zm00001d038521
OG0001101	 Gh_D13G2201	 Zm00001d012524
OG0001101	 Gh_D13G2201	 Zm00001d043090
OG0001101	 Gh_A13G1835	Zm00001d037444
OG0001101	 Gh_A13G1835	 Zm00001d010630
OG0001101	 Gh_A13G1835	 Zm00001d038521
OG0001101	 Gh_A13G1835	 Zm00001d012524
OG0001101	 Gh_A13G1835	 Zm00001d043090
OG0001101	 Gh_A13G1836	Zm00001d037444
OG0001101	 Gh_A13G1836	 Zm00001d010630
OG0001101	 Gh_A13G1836	 Zm00001d038521
OG0001101	 Gh_A13G1836	 Zm00001d012524
OG0001101	 Gh_A13G1836	 Zm00001d043090
OG0001101	 Gh_D13G2202	Zm00001d037444
OG0001101	 Gh_D13G2202	 Zm00001d010630
OG0001101	 Gh_D13G2202	 Zm00001d038521
OG0001101	 Gh_D13G2202	 Zm00001d012524
OG0001101	 Gh_D13G2202	 Zm00001d043090
OG0001101	 Gh_D13G2203	Zm00001d037444
OG0001101	 Gh_D13G2203	 Zm00001d010630
OG0001101	 Gh_D13G2203	 Zm00001d038521
OG0001101	 Gh_D13G2203	 Zm00001d012524
OG0001101	 Gh_D13G2203	 Zm00001d043090
OG0001101	 Gh_A13G1838	Zm00001d037444
OG0001101	 Gh_A13G1838	 Zm00001d010630
OG0001101	 Gh_A13G1838	 Zm00001d038521
OG0001101	 Gh_A13G1838	 Zm00001d012524
OG0001101	 Gh_A13G1838	 Zm00001d043090
OG0001101	 Gh_Sca004822G08	Zm00001d037444
OG0001101	 Gh_Sca004822G08	 Zm00001d010630
OG0001101	 Gh_Sca004822G08	 Zm00001d038521
OG0001101	 Gh_Sca004822G08	 Zm00001d012524
OG0001101	 Gh_Sca004822G08	 Zm00001d043090
OG0001102	Gh_A13G1840	Zm00001d007757
OG0001102	Gh_A13G1840	 Zm00001d007755
OG0001102	 Gh_D13G2226	Zm00001d007757
OG0001102	 Gh_D13G2226	 Zm00001d007755
OG0001102	 Gh_A04G0452	Zm00001d007757
OG0001102	 Gh_A04G0452	 Zm00001d007755
OG0001102	 Gh_D04G1962	Zm00001d007757
OG0001102	 Gh_D04G1962	 Zm00001d007755
OG0001102	 Gh_D11G3173	Zm00001d007757
OG0001102	 Gh_D11G3173	 Zm00001d007755
OG0001102	 Gh_A11G2818	Zm00001d007757
OG0001102	 Gh_A11G2818	 Zm00001d007755
OG0001102	 Gh_D01G1940	Zm00001d007757
OG0001102	 Gh_D01G1940	 Zm00001d007755
OG0001102	 Gh_A01G2137	Zm00001d007757
OG0001102	 Gh_A01G2137	 Zm00001d007755
OG0001103	Gh_A07G1459	Zm00001d004463
OG0001103	Gh_A07G1459	 Zm00001d025003
OG0001103	Gh_A07G1459	 Zm00001d032452
OG0001103	Gh_A07G1459	 Zm00001d005173
OG0001103	 Gh_D07G1553	Zm00001d004463
OG0001103	 Gh_D07G1553	 Zm00001d025003
OG0001103	 Gh_D07G1553	 Zm00001d032452
OG0001103	 Gh_D07G1553	 Zm00001d005173
OG0001103	 Gh_D08G0517	Zm00001d004463
OG0001103	 Gh_D08G0517	 Zm00001d025003
OG0001103	 Gh_D08G0517	 Zm00001d032452
OG0001103	 Gh_D08G0517	 Zm00001d005173
OG0001103	 Gh_A08G0429	Zm00001d004463
OG0001103	 Gh_A08G0429	 Zm00001d025003
OG0001103	 Gh_A08G0429	 Zm00001d032452
OG0001103	 Gh_A08G0429	 Zm00001d005173
OG0001103	Gh_A05G3691	Zm00001d042720
OG0001103	 Gh_D05G2310	Zm00001d042720
OG0001104	Gh_A09G1662	Zm00001d001791
OG0001104	 Gh_D09G1756	Zm00001d001791
OG0001104	 Gh_A08G0841	Zm00001d001791
OG0001104	 Gh_D08G1019	Zm00001d001791
OG0001104	 Gh_A03G0416	Zm00001d001791
OG0001104	 Gh_D03G1098	Zm00001d001791
OG0001104	Gh_A13G1979	Zm00001d004768
OG0001104	 Gh_D13G2378	Zm00001d004768
OG0001104	 Gh_D05G0088	Zm00001d004768
OG0001104	 Gh_A05G0033	Zm00001d004768
OG0001105	Gh_D08G1781	Zm00001d002787
OG0001105	Gh_D08G1781	 Zm00001d032343
OG0001105	Gh_D08G1781	 Zm00001d050267
OG0001105	Gh_D08G1781	 Zm00001d005650
OG0001105	Gh_D08G1781	 Zm00001d020228
OG0001105	Gh_D08G1781	 Zm00001d006693
OG0001105	 Gh_A08G1482	Zm00001d002787
OG0001105	 Gh_A08G1482	 Zm00001d032343
OG0001105	 Gh_A08G1482	 Zm00001d050267
OG0001105	 Gh_A08G1482	 Zm00001d005650
OG0001105	 Gh_A08G1482	 Zm00001d020228
OG0001105	 Gh_A08G1482	 Zm00001d006693
OG0001105	 Gh_A12G1944	Zm00001d002787
OG0001105	 Gh_A12G1944	 Zm00001d032343
OG0001105	 Gh_A12G1944	 Zm00001d050267
OG0001105	 Gh_A12G1944	 Zm00001d005650
OG0001105	 Gh_A12G1944	 Zm00001d020228
OG0001105	 Gh_A12G1944	 Zm00001d006693
OG0001105	 Gh_D12G2124	Zm00001d002787
OG0001105	 Gh_D12G2124	 Zm00001d032343
OG0001105	 Gh_D12G2124	 Zm00001d050267
OG0001105	 Gh_D12G2124	 Zm00001d005650
OG0001105	 Gh_D12G2124	 Zm00001d020228
OG0001105	 Gh_D12G2124	 Zm00001d006693
OG0001106	Gh_D04G0032	Zm00001d014499
OG0001106	 Gh_D10G2527	Zm00001d014499
OG0001106	 Gh_A10G2346	Zm00001d014499
OG0001106	Gh_A01G0026	Zm00001d022625
OG0001106	Gh_A01G0026	 Zm00001d006238
OG0001106	Gh_A01G0026	 Zm00001d030116
OG0001106	 Gh_D01G0025	Zm00001d022625
OG0001106	 Gh_D01G0025	 Zm00001d006238
OG0001106	 Gh_D01G0025	 Zm00001d030116
OG0001106	 Gh_A03G1554	Zm00001d022625
OG0001106	 Gh_A03G1554	 Zm00001d006238
OG0001106	 Gh_A03G1554	 Zm00001d030116
OG0001106	 Gh_D02G2003	Zm00001d022625
OG0001106	 Gh_D02G2003	 Zm00001d006238
OG0001106	 Gh_D02G2003	 Zm00001d030116
OG0001106	 Gh_D05G1767	Zm00001d022625
OG0001106	 Gh_D05G1767	 Zm00001d006238
OG0001106	 Gh_D05G1767	 Zm00001d030116
OG0001106	 Gh_A05G1590	Zm00001d022625
OG0001106	 Gh_A05G1590	 Zm00001d006238
OG0001106	 Gh_A05G1590	 Zm00001d030116
OG0001106	 Gh_A02G0854	Zm00001d022625
OG0001106	 Gh_A02G0854	 Zm00001d006238
OG0001106	 Gh_A02G0854	 Zm00001d030116
OG0001106	 Gh_D02G0982	Zm00001d022625
OG0001106	 Gh_D02G0982	 Zm00001d006238
OG0001106	 Gh_D02G0982	 Zm00001d030116
OG0001107	Gh_A07G0086	Zm00001d043520
OG0001107	 Gh_D07G0095	Zm00001d043520
OG0001107	 Gh_D05G0267	Zm00001d043520
OG0001107	 Gh_A05G0194	Zm00001d043520
OG0001107	Gh_A03G1891	Zm00001d047055
OG0001107	Gh_A03G1891	 Zm00001d013163
OG0001107	Gh_A03G1891	 Zm00001d034221
OG0001107	Gh_A03G1891	 Zm00001d018749
OG0001107	Gh_A03G1891	 Zm00001d007845
OG0001107	 Gh_D02G2331	Zm00001d047055
OG0001107	 Gh_D02G2331	 Zm00001d013163
OG0001107	 Gh_D02G2331	 Zm00001d034221
OG0001107	 Gh_D02G2331	 Zm00001d018749
OG0001107	 Gh_D02G2331	 Zm00001d007845
OG0001107	 Gh_D01G1766	Zm00001d047055
OG0001107	 Gh_D01G1766	 Zm00001d013163
OG0001107	 Gh_D01G1766	 Zm00001d034221
OG0001107	 Gh_D01G1766	 Zm00001d018749
OG0001107	 Gh_D01G1766	 Zm00001d007845
OG0001107	 Gh_A01G1519	Zm00001d047055
OG0001107	 Gh_A01G1519	 Zm00001d013163
OG0001107	 Gh_A01G1519	 Zm00001d034221
OG0001107	 Gh_A01G1519	 Zm00001d018749
OG0001107	 Gh_A01G1519	 Zm00001d007845
OG0001108	Gh_D08G0365	Zm00001d028438
OG0001108	 Gh_A08G0272	Zm00001d028438
OG0001108	 Gh_D08G1482	Zm00001d028438
OG0001108	 Gh_A08G1198	Zm00001d028438
OG0001108	 Gh_A11G0742	Zm00001d028438
OG0001108	 Gh_D11G0863	Zm00001d028438
OG0001108	Gh_D13G0572	Zm00001d053688
OG0001108	Gh_D13G0572	 Zm00001d046717
OG0001108	 Gh_A03G1498	Zm00001d053688
OG0001108	 Gh_A03G1498	 Zm00001d046717
OG0001108	 Gh_D02G1966	Zm00001d053688
OG0001108	 Gh_D02G1966	 Zm00001d046717
OG0001108	 Gh_A04G1435	Zm00001d053688
OG0001108	 Gh_A04G1435	 Zm00001d046717
OG0001108	 Gh_D04G1479	Zm00001d053688
OG0001108	 Gh_D04G1479	 Zm00001d046717
OG0001108	 Gh_A12G0104	Zm00001d053688
OG0001108	 Gh_A12G0104	 Zm00001d046717
OG0001108	 Gh_D12G0116	Zm00001d053688
OG0001108	 Gh_D12G0116	 Zm00001d046717
OG0001109	Gh_A12G0804	Zm00001d045675
OG0001109	 Gh_D12G0819	Zm00001d045675
OG0001110	Gh_Sca061623G01	Zm00001d021909
OG0001110	Gh_Sca061623G01	 Zm00001d023499
OG0001110	Gh_Sca061623G01	 Zm00001d023498
OG0001111	Gh_D13G2182	Zm00001d016461
OG0001111	Gh_D13G2182	 Zm00001d025136
OG0001111	Gh_D13G2182	 Zm00001d004094
OG0001111	 Gh_A13G1817	Zm00001d016461
OG0001111	 Gh_A13G1817	 Zm00001d025136
OG0001111	 Gh_A13G1817	 Zm00001d004094
OG0001111	 Gh_Sca010568G01	Zm00001d016461
OG0001111	 Gh_Sca010568G01	 Zm00001d025136
OG0001111	 Gh_Sca010568G01	 Zm00001d004094
OG0001112	Gh_A12G0918	Zm00001d051302
OG0001112	Gh_A12G0918	 Zm00001d017397
OG0001112	Gh_A12G0918	 Zm00001d025947
OG0001112	Gh_A12G0918	 Zm00001d002826
OG0001112	 Gh_A12G0919	Zm00001d051302
OG0001112	 Gh_A12G0919	 Zm00001d017397
OG0001112	 Gh_A12G0919	 Zm00001d025947
OG0001112	 Gh_A12G0919	 Zm00001d002826
OG0001112	 Gh_Sca105906G01	Zm00001d051302
OG0001112	 Gh_Sca105906G01	 Zm00001d017397
OG0001112	 Gh_Sca105906G01	 Zm00001d025947
OG0001112	 Gh_Sca105906G01	 Zm00001d002826
OG0001112	 Gh_D12G1010	Zm00001d051302
OG0001112	 Gh_D12G1010	 Zm00001d017397
OG0001112	 Gh_D12G1010	 Zm00001d025947
OG0001112	 Gh_D12G1010	 Zm00001d002826
OG0001112	 Gh_D08G1506	Zm00001d051302
OG0001112	 Gh_D08G1506	 Zm00001d017397
OG0001112	 Gh_D08G1506	 Zm00001d025947
OG0001112	 Gh_D08G1506	 Zm00001d002826
OG0001112	 Gh_A08G1223	Zm00001d051302
OG0001112	 Gh_A08G1223	 Zm00001d017397
OG0001112	 Gh_A08G1223	 Zm00001d025947
OG0001112	 Gh_A08G1223	 Zm00001d002826
OG0001112	 Gh_D08G1505	Zm00001d051302
OG0001112	 Gh_D08G1505	 Zm00001d017397
OG0001112	 Gh_D08G1505	 Zm00001d025947
OG0001112	 Gh_D08G1505	 Zm00001d002826
OG0001112	 Gh_D11G0844	Zm00001d051302
OG0001112	 Gh_D11G0844	 Zm00001d017397
OG0001112	 Gh_D11G0844	 Zm00001d025947
OG0001112	 Gh_D11G0844	 Zm00001d002826
OG0001112	 Gh_A11G0725	Zm00001d051302
OG0001112	 Gh_A11G0725	 Zm00001d017397
OG0001112	 Gh_A11G0725	 Zm00001d025947
OG0001112	 Gh_A11G0725	 Zm00001d002826
OG0001112	 Gh_D09G1854	Zm00001d051302
OG0001112	 Gh_D09G1854	 Zm00001d017397
OG0001112	 Gh_D09G1854	 Zm00001d025947
OG0001112	 Gh_D09G1854	 Zm00001d002826
OG0001112	 Gh_A09G1745	Zm00001d051302
OG0001112	 Gh_A09G1745	 Zm00001d017397
OG0001112	 Gh_A09G1745	 Zm00001d025947
OG0001112	 Gh_A09G1745	 Zm00001d002826
OG0001112	 Gh_A03G1990	Zm00001d051302
OG0001112	 Gh_A03G1990	 Zm00001d017397
OG0001112	 Gh_A03G1990	 Zm00001d025947
OG0001112	 Gh_A03G1990	 Zm00001d002826
OG0001112	 Gh_D03G1541	Zm00001d051302
OG0001112	 Gh_D03G1541	 Zm00001d017397
OG0001112	 Gh_D03G1541	 Zm00001d025947
OG0001112	 Gh_D03G1541	 Zm00001d002826
OG0001112	 Gh_D08G1860	Zm00001d051302
OG0001112	 Gh_D08G1860	 Zm00001d017397
OG0001112	 Gh_D08G1860	 Zm00001d025947
OG0001112	 Gh_D08G1860	 Zm00001d002826
OG0001112	 Gh_A08G1553	Zm00001d051302
OG0001112	 Gh_A08G1553	 Zm00001d017397
OG0001112	 Gh_A08G1553	 Zm00001d025947
OG0001112	 Gh_A08G1553	 Zm00001d002826
OG0001112	 Gh_A12G1989	Zm00001d051302
OG0001112	 Gh_A12G1989	 Zm00001d017397
OG0001112	 Gh_A12G1989	 Zm00001d025947
OG0001112	 Gh_A12G1989	 Zm00001d002826
OG0001112	 Gh_D12G2168	Zm00001d051302
OG0001112	 Gh_D12G2168	 Zm00001d017397
OG0001112	 Gh_D12G2168	 Zm00001d025947
OG0001112	 Gh_D12G2168	 Zm00001d002826
OG0001113	Gh_A02G0230	Zm00001d042912
OG0001113	Gh_A02G0230	 Zm00001d002348
OG0001113	 Gh_D02G0296	Zm00001d042912
OG0001113	 Gh_D02G0296	 Zm00001d002348
OG0001113	 Gh_D02G0295	Zm00001d042912
OG0001113	 Gh_D02G0295	 Zm00001d002348
OG0001113	 Gh_A10G1095	Zm00001d042912
OG0001113	 Gh_A10G1095	 Zm00001d002348
OG0001113	 Gh_D10G1416	Zm00001d042912
OG0001113	 Gh_D10G1416	 Zm00001d002348
OG0001113	 Gh_D02G1230	Zm00001d042912
OG0001113	 Gh_D02G1230	 Zm00001d002348
OG0001113	 Gh_A03G0808	Zm00001d042912
OG0001113	 Gh_A03G0808	 Zm00001d002348
OG0001114	Gh_D08G0841	Zm00001d034519
OG0001114	 Gh_A08G0721	Zm00001d034519
OG0001114	 Gh_D13G2223	Zm00001d034519
OG0001114	 Gh_A13G2347	Zm00001d034519
OG0001114	Gh_Sca135382G01	Zm00001d024474
OG0001115	Gh_D12G1867	Zm00001d017128
OG0001115	Gh_D12G1867	 Zm00001d025739
OG0001115	Gh_D12G1867	 Zm00001d003222
OG0001115	 Gh_A12G1705	Zm00001d017128
OG0001115	 Gh_A12G1705	 Zm00001d025739
OG0001115	 Gh_A12G1705	 Zm00001d003222
OG0001115	 Gh_D07G0534	Zm00001d017128
OG0001115	 Gh_D07G0534	 Zm00001d025739
OG0001115	 Gh_D07G0534	 Zm00001d003222
OG0001115	 Gh_A07G0469	Zm00001d017128
OG0001115	 Gh_A07G0469	 Zm00001d025739
OG0001115	 Gh_A07G0469	 Zm00001d003222
OG0001115	 Gh_A03G1115	Zm00001d017128
OG0001115	 Gh_A03G1115	 Zm00001d025739
OG0001115	 Gh_A03G1115	 Zm00001d003222
OG0001115	 Gh_D02G1543	Zm00001d017128
OG0001115	 Gh_D02G1543	 Zm00001d025739
OG0001115	 Gh_D02G1543	 Zm00001d003222
